Sample in Buffer,Sample in Window,TRIGGER,example_top/MonopulseEx_Arithmetic1/Arithmetic1/Arithmetic_State_reg[2]_0[1:1],example_top/CountWrite_tem[31:0],example_top/Monopulse_data1[15:0],example_top/Behind_area[5:0],Behind_area[15:6],example_top/AD_Count[2:0],example_top/Fourth_moment[40:0],example_top/MonopulsePosition_1[5:0],MonopulsePosition[15:6],example_top/MonopulsePosition[31:16],example_top/Monopulse_data_00[7:0],example_top/Monopulse_data_01[7:0],example_top/Count[15:0],example_top/Monopulse_num[15:0],example_top/Monopulse_num_reg[15:0],example_top/Peak_value[7:0],example_top/PeriodPoint_num[31:0],example_top/Period_condition[5:0],Period_condition_1[15:6],example_top/Mean_value[7:0],example_top/Period_count[5:0],example_top/Front_area[5:0],Front_area[15:6],example_top/CountRead_tem[31:0],example_top/Pulse_point_num[15:0],example_top/Monopulse_data_1[7:0],example_top/ReadPosition[31:0],example_top/Read_Fifo_Out[15:0],example_top/Mean_value_remainders[7:0],example_top/Arithmetic_State[2:0],example_top/Read_Fifo_Out_r[15:0],example_top/app_rd_data6[15:0],example_top/app_rd_data1[15:0],example_top/app_rd_data8[15:0],example_top/Third_moment[32:0],example_top/Write_Fifo_rusdw_o[7:0],example_top/Square_data[20:0],example_top/app_rd_data2[15:0],example_top/app_rd_data7[15:0],example_top/ddr3_wr_data_r[127:0],example_top/SendToArm_Data[31:0],example_top/Write_Fifo_datain[7:0],example_top/Total_area_reg[15:0],example_top/ii[15:0],example_top/time_cnt[15:0],example_top/Read_Fifo_wusdw_o[7:0],example_top/SendToArm_Count[7:0],example_top/app_rd_data[127:0],example_top/Second_moment[23:0],example_top/Write_Fifo_Out[127:0],Period_condition_2[10:10],Period_condition_3[10:10],Period_condition_4[10:10],Period_condition_5[10:10],Period_condition_6[10:10],Period_condition_7[10:10],Period_condition_8[10:10],Period_condition_9[10:10],Period_condition_10[10:10],Period_condition_11[10:10],Period_condition_12[10:10],Period_condition_13[10:10],Period_condition_14[10:10],Period_condition_15[10:10],Period_condition_16[10:10],Period_condition[10:10],example_top/app_rd_data4[15:0],example_top/app_wdf_data[127:0],example_top/bit_count[7:0],example_top/Read_Fifo_rusdw_o[10:0],example_top/app_addr_begin[28:0],example_top/ddr3_wr_data[127:0],example_top/state1[3:0],example_top/app_rd_data3[15:0],example_top/app_addr[28:0],example_top/app_rd_data5[15:0],example_top/state[3:0],example_top/Total_area[15:0],example_top/time_cnt_n[15:0],example_top/WaveState[1:0],example_top/app_rd_data_valid,u_ila_0_app_rdy,u_ila_0_clk,example_top/ddr3_allwr_flag,example_top/ddr3_flag,example_top/ddr3_oneperiod_flag,example_top/ddr3_onewr_flag,example_top/ddr3read_en,example_top/ddr3write_en,example_top/Extract_en,example_top/FeatureExtraction_flag,SendIRQ_OBUF_1,init_calib_complete_OBUF,example_top/OnePeriod_flag,SendIRQ_OBUF,example_top/Period_flag,example_top/ProsessIn,example_top/ProsessIn1,example_top/Read_Fifo_empty,example_top/Read_Fifo_full,example_top/Read_Fifo_in_en1,example_top/Read_Fifo_rden,example_top/Read_Fifo_rst,example_top/Read_Fifo_wren,example_top/Read_Over_flag,example_top/S_FeatureExtraction_flag_neg,example_top/S_FeatureExtraction_flag_reg1,example_top/S_FeatureExtraction_flag_reg2,example_top/SendToArm_begin,example_top/SendToArm_Over,example_top/Write_Fifo_empty,example_top/Write_Fifo_full,example_top/WriteSign
20,20,0,0,00de2e7e,116,28,208,0,20480,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5056,01,000010,009c,0097,00000000000000000000000000000000,0,c1,13968,0054,99,105,00,0096009700980099009a009b009c009d,1296,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c1,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0074,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,21,0,0,00de2e7e,116,28,208,2,20736,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5120,01,000010,009c,0097,00000000000000000000000000000000,0,c2,13968,0055,117,105,00,0096009700980099009a009b009c009d,1312,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c3,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0075,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,22,0,0,00de2e7e,116,28,208,3,20992,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5184,01,000010,009c,0097,00000000000000000000000000000000,0,c4,13968,0056,101,105,00,0096009700980099009a009b009c009d,1328,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c4,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0076,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,23,0,0,00de2e7e,116,28,208,4,21248,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5248,01,000010,009c,0097,00000000000000000000000000000000,0,c5,13968,0057,119,105,00,0096009700980099009a009b009c009d,1344,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c5,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0077,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,24,0,0,00de2e7e,116,28,208,5,21504,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5312,01,000010,009c,0097,00000000000000000000000000000000,0,c6,13968,0058,103,105,00,0096009700980099009a009b009c009d,1360,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c6,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0078,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,25,0,0,00de2e7e,116,28,208,7,21760,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5376,01,000010,009c,0097,00000000000000000000000000000000,0,c7,13968,0059,121,105,00,0096009700980099009a009b009c009d,1376,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c8,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0079,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,26,0,0,00de2e7e,116,28,208,0,22016,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5440,01,000010,009c,0097,00000000000000000000000000000000,0,c9,13968,005a,105,105,00,0096009700980099009a009b009c009d,1392,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c9,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,007a,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,27,0,0,00de2e7e,116,28,208,1,22272,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5504,01,000010,009c,0097,00000000000000000000000000000000,0,ca,13968,005b,123,105,00,0096009700980099009a009b009c009d,1408,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,ca,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,007b,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,28,0,0,00de2e7e,116,28,208,2,22528,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5568,01,000010,009c,0097,00000000000000000000000000000000,0,cb,13968,005c,107,105,00,0096009700980099009a009b009c009d,1424,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,cb,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,007c,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,29,0,0,00de2e7e,116,28,208,4,22784,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5632,01,000010,009c,0097,00000000000000000000000000000000,0,cc,13968,005d,125,105,00,0096009700980099009a009b009c009d,1440,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,cd,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,007d,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,30,0,0,00de2e7e,116,28,208,5,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,1,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,ce,13968,005e,109,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,ce,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0000,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,31,0,1,00de2e7e,116,28,208,6,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,2,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,cf,13968,005e,1,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,cf,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0000,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,32,0,1,00de2e7e,116,28,208,7,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,d0,0,005e,0,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d0,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0001,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,33,0,1,00de2e7e,116,0,0,1,23040,29,1b7,0000,4e,4f,0011,116,0074,0,00000000,00,000,120,09,00,000,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,d1,0,005e,1,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d2,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,0,0002,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,34,0,1,00de2e7e,116,0,0,2,23040,29,1b7,0000,4e,4f,0011,116,0074,0,00000000,00,000,120,09,00,000,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,d3,116,005e,3,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d3,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,0,0003,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,35,0,1,00de2e7e,116,0,0,3,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,d4,232,005e,3,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d4,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,116,0004,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,36,0,1,00de2e7e,116,-12,1,4,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,d5,348,005e,5,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d5,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,232,0005,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,37,0,1,00de2e7e,116,-24,3,6,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,d6,464,005e,5,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d7,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,348,0006,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,38,0,1,00de2e7e,116,28,5,7,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,d8,580,005e,7,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d8,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,464,0007,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,39,0,1,00de2e7e,116,16,7,0,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,d9,696,005e,7,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d9,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,580,0008,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,40,0,1,00de2e7e,116,4,9,1,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,da,812,005e,9,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,da,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,696,0009,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,41,0,1,00de2e7e,116,-8,10,3,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,db,928,005e,9,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,dc,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,812,000a,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,42,0,1,00de2e7e,116,-20,12,4,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,dd,1044,005e,11,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,dd,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,928,000b,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,43,0,1,00de2e7e,116,-32,14,5,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,de,1160,005e,11,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,de,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,1044,000c,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,44,0,1,00de2e7e,116,20,16,6,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,df,1276,005e,13,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,df,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,1160,000d,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,45,0,1,00de2e7e,116,8,18,0,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,e0,1392,005e,13,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,e1,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,1276,000e,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,46,0,1,00de2e7e,116,-4,19,1,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,e2,1508,005e,15,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,e2,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,1392,000f,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,47,0,1,00de2e7e,116,-16,21,2,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,e3,1624,005e,15,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,e3,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,1508,0010,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,48,0,1,00de2e7e,116,-28,23,3,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,e4,1740,005e,17,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,e4,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,1624,0011,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,49,0,1,00de2e7e,116,24,25,5,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,e5,1740,005e,1,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,e6,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,1740,0012,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,50,0,1,00de2e7e,116,24,25,6,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,e7,1856,005e,19,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,e7,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,1740,0013,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,51,0,1,00de2e7e,116,12,27,7,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,e8,1972,005e,3,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,e8,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,1856,0014,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,52,0,1,00de2e7e,116,0,29,0,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,e9,2088,005e,21,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,e9,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,1972,0015,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,53,0,1,00de2e7e,116,-12,30,2,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,ea,2204,005e,5,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,eb,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,2088,0016,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54,54,0,1,00de2e7e,116,-24,32,3,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,ec,2320,005e,23,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,ec,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,2204,0017,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,55,0,1,00de2e7e,116,28,34,4,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,ed,2436,005e,7,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,ed,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,2320,0018,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,56,0,1,00de2e7e,116,16,36,5,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,ee,2552,005e,25,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,ee,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,2436,0019,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
