Sample in Buffer,Sample in Window,TRIGGER,example_top/Read_Fifo_wusdw_o[7:0],example_top/CountRead_tem[31:0],example_top/CountWrite_tem[31:0],example_top/Read_Fifo_rusdw_o[10:0],example_top/app_wdf_data[127:0],example_top/app_addr[28:0],example_top/Write_Fifo_Out[127:0],example_top/state1[3:0],example_top/Write_Fifo_rusdw_o[7:0],example_top/state[3:0],example_top/app_rd_data[127:0],example_top/app_addr_begin[28:0],example_top/Write_Fifo_datain[7:0],example_top/ddr3_wr_data[127:0],example_top/app_rd_data_valid,u_ila_0_app_rdy,example_top/ddr3_allwr_flag,example_top/ddr3_oneperiod_flag,example_top/ddr3_onewr_flag,example_top/ddr3read_en,example_top/ddr3write_en,example_top/OnePeriod_flag,example_top/Period_flag,example_top/ProsessIn,example_top/ProsessIn1,example_top/Read_Fifo_empty,example_top/Read_Fifo_full,example_top/Read_Fifo_in_en1,example_top/Read_Fifo_rden,example_top/Read_Fifo_rst,example_top/Read_Fifo_wren,example_top/Read_Over_flag,example_top/StartSample1,example_top/Write_Fifo_empty,example_top/Write_Fifo_full,example_top/WriteSign
555,555,0,0,a7000000,60024693,1,040108010c011001140118011e4693a7,00010001,03d003e003f000000000000000020000,0,3c,0,000000012349d3800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,556,0,0,a7000000,62024693,0,040108010c011001140118011e4693a7,00010001,03d003e003f000000000000000020000,0,3c,0,000000012349d3800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,557,0,0,a7000000,65024693,1,040108010c011001140118011e4693a7,00010001,03d003e003f000000000000000020000,0,3c,0,000000012349d3800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,558,0,0,a7000000,67024693,1,040108010c011001140118011e4693a7,00010001,03d003e003f000000000000000020000,0,3c,0,000000012349d3800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,559,0,0,a7000000,6a024693,1,040108010c011001140118011e4693a7,00010001,03d003e003f000000000000000020000,0,3c,0,000000012349d3800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,560,0,0,a7000000,6c024693,2,040108010c011001140118011e4693a7,00010001,03d003e003f000000000000000020000,0,3c,0,000000012349d3800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,561,0,0,a8000000,6f024693,2,240128012c013001340138013e4693a8,00012001,04500460047000000000000000020000,0,44,0,000000012349d4000400041004200430,008c008e,50,00000000100400041004200430044004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,562,0,0,a9000000,71024693,1,440148014c015001540158015e4693a9,00014001,04d004e004f000000000000000020000,0,4c,0,000000012349d4800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,563,0,0,a9000000,74024693,1,440148014c015001540158015e4693a9,00014001,04d004e004f000000000000000020000,0,4c,0,000000012349d4800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,564,0,0,a9000000,76024693,1,440148014c015001540158015e4693a9,00014001,04d004e004f000000000000000020000,0,4c,0,000000012349d4800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,565,0,0,a9000000,79024693,1,440148014c015001540158015e4693a9,00014001,04d004e004f000000000000000020000,0,4c,0,000000012349d4800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,566,0,0,a9000000,7b024693,2,440148014c015001540158015e4693a9,00014001,04d004e004f000000000000000020000,0,4c,0,000000012349d4800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,567,0,0,aa000000,7e024693,2,640168016c017001740178017e4693aa,00016001,05500560057000000000000000020000,0,54,0,000000012349d5000500051005200530,00ac00ae,50,00000000100500051005200530054005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,568,0,0,ab000000,80024693,1,840188018c019001940198019e4693ab,00018001,05d005e005f000000000000000020000,0,5c,0,000000012349d5800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,569,0,0,ab000000,83024693,1,840188018c019001940198019e4693ab,00018001,05d005e005f000000000000000020000,0,5c,0,000000012349d5800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,570,0,0,ab000000,85024693,1,840188018c019001940198019e4693ab,00018001,05d005e005f000000000000000020000,0,5c,0,000000012349d5800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,571,0,0,ab000000,88024693,1,840188018c019001940198019e4693ab,00018001,05d005e005f000000000000000020000,0,5c,0,000000012349d5800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,572,0,0,ab000000,8a024693,1,840188018c019001940198019e4693ab,00018001,05d005e005f000000000000000020000,0,5c,0,000000012349d5800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,573,0,0,ab000000,8d024693,2,840188018c019001940198019e4693ab,00018001,05d005e005f000000000000000020000,0,5c,0,000000012349d5800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,574,0,0,ac000000,8f024693,2,a401a801ac01b001b401b801be4693ac,0001a001,06500660067000000000000000020000,0,64,0,000000012349d6000600061006200630,00cc00ce,50,00000000100600061006200630064006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,575,0,0,ac000000,92024693,1,a401a801ac01b001b401b801be4693ac,0001a001,06500660067000000000000000020000,0,64,0,000000012349d6000600061006200630,00cc00ce,50,00000000100600061006200630064006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,576,0,0,ac000000,94024693,2,a401a801ac01b001b401b801be4693ac,0001a001,06500660067000000000000000020000,0,64,0,000000012349d6000600061006200630,00cc00ce,50,00000000100600061006200630064006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,577,0,0,ac000000,97024693,2,a401a801ac01b001b401b801be4693ac,0001a001,06500660067000000000000000020000,0,64,0,000000012349d6000600061006200630,00cc00ce,50,00000000100600061006200630064006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,578,0,0,ad000000,99024693,2,c401c801cc01d001d401d801de4693ad,0001c001,06d006e006f000000000000000020000,0,6c,0,000000012349d6800680069006a006b0,00dc00de,d0,00000000100680069006a006b006c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,579,0,0,ae000000,9c024693,2,e401e801ec01f001f401f801fe4693ae,0001e001,07500760077000000000000000020000,0,74,0,000000012349d7000700071007200730,00ec00ee,50,00000000100700071007200730074007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,580,0,0,ae000000,9e024693,1,e401e801ec01f001f401f801fe4693ae,0001e001,07500760077000000000000000020000,0,74,0,000000012349d7000700071007200730,00ec00ee,50,00000000100700071007200730074007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,581,0,0,ae000000,a1024693,1,e401e801ec01f001f401f801fe4693ae,0001e001,07500760077000000000000000020000,0,74,0,000000012349d7000700071007200730,00ec00ee,50,00000000100700071007200730074007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,582,0,0,ae000000,a3024693,2,e401e801ec01f001f401f801fe4693ae,0001e001,07500760077000000000000000020000,0,74,0,000000012349d7000700071007200730,00ec00ee,50,00000000100700071007200730074007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,583,0,0,af000000,a6024693,2,040208020c021002140218021e4693af,00020002,07d007e007f000000000000000020000,0,7c,0,000000012349d7800780079007a007b0,00fc00fe,d0,00000000100780079007a007b007c007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,584,0,0,b0000000,a8024693,1,240228022c023002340238023e4693b0,00022002,08500860087000000000000000020000,0,84,0,000000012349d8000800081008200830,010c010e,50,00000000100800081008200830084008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,585,0,0,b0000000,ab024693,1,240228022c023002340238023e4693b0,00022002,08500860087000000000000000020000,0,84,0,000000012349d8000800081008200830,010c010e,50,00000000100800081008200830084008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,586,0,0,b0000000,ad024693,1,240228022c023002340238023e4693b0,00022002,08500860087000000000000000020000,0,84,0,000000012349d8000800081008200830,010c010e,50,00000000100800081008200830084008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,587,0,0,b0000000,b0024693,1,240228022c023002340238023e4693b0,00022002,08500860087000000000000000020000,0,84,0,000000012349d8000800081008200830,010c010e,50,00000000100800081008200830084008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,588,0,0,b0000000,b2024693,1,240228022c023002340238023e4693b0,00022002,08500860087000000000000000020000,0,84,0,000000012349d8000800081008200830,010c010e,50,00000000100800081008200830084008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,589,0,0,b0000000,b5024693,2,240228022c023002340238023e4693b0,00022002,08500860087000000000000000020000,0,84,0,000000012349d8000800081008200830,010c010e,50,00000000100800081008200830084008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,590,0,0,b1000000,b7024693,2,440248024c025002540258025e4693b1,00024002,08d008e008f000000000000000020000,0,8c,0,000000012349d8800880089008a008b0,011c011e,d0,00000000100880089008a008b008c008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,591,0,0,b2000000,ba024693,1,640268026c027002740278027e4693b2,00026002,09500960097000000000000000020000,0,94,0,000000012349d9000900091009200930,012c012e,50,00000000100900091009200930094009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,592,0,0,b2000000,bc024693,1,640268026c027002740278027e4693b2,00026002,09500960097000000000000000020000,0,94,0,000000012349d9000900091009200930,012c012e,50,00000000100900091009200930094009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,593,0,0,b2000000,bf024693,1,640268026c027002740278027e4693b2,00026002,09500960097000000000000000020000,0,94,0,000000012349d9000900091009200930,012c012e,50,00000000100900091009200930094009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,594,0,0,b2000000,c1024693,1,640268026c027002740278027e4693b2,00026002,09500960097000000000000000020000,0,94,0,000000012349d9000900091009200930,012c012e,50,00000000100900091009200930094009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,595,0,0,b2000000,c4024693,2,640268026c027002740278027e4693b2,00026002,09500960097000000000000000020000,0,94,0,000000012349d9000900091009200930,012c012e,50,00000000100900091009200930094009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,596,0,0,b3000000,c6024693,2,840288028c029002940298029e4693b3,00028002,09d009e009f000000000000000020000,0,9c,0,000000012349d9800980099009a009b0,013c013e,d0,00000000100980099009a009b009c009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,597,0,0,b4000000,c9024693,1,a402a802ac02b002b402b802be4693b4,0002a002,0a500a600a7000000000000000020000,0,a4,0,000000012349da000a000a100a200a30,014c014e,50,00000000100a000a100a200a300a400a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,598,0,0,b4000000,cb024693,1,a402a802ac02b002b402b802be4693b4,0002a002,0a500a600a7000000000000000020000,0,a4,0,000000012349da000a000a100a200a30,014c014e,50,00000000100a000a100a200a300a400a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,599,0,0,b4000000,ce024693,1,a402a802ac02b002b402b802be4693b4,0002a002,0a500a600a7000000000000000020000,0,a4,0,000000012349da000a000a100a200a30,014c014e,50,00000000100a000a100a200a300a400a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,600,0,0,b4000000,d0024693,1,a402a802ac02b002b402b802be4693b4,0002a002,0a500a600a7000000000000000020000,0,a4,0,000000012349da000a000a100a200a30,014c014e,50,00000000100a000a100a200a300a400a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,601,0,0,b4000000,d3024693,2,a402a802ac02b002b402b802be4693b4,0002a002,0a500a600a7000000000000000020000,0,a4,0,000000012349da000a000a100a200a30,014c014e,50,00000000100a000a100a200a300a400a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,602,0,0,b5000000,d5024693,2,c402c802cc02d002d402d802de4693b5,0002c002,0ad00ae00af000000000000000020000,0,ac,0,000000012349da800a800a900aa00ab0,015c015e,d0,00000000100a800a900aa00ab00ac00a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,603,0,0,b6000000,d8024693,1,e402e802ec02f002f402f802fe4693b6,0002e002,0b500b600b7000000000000000020000,0,b4,0,000000012349db000b000b100b200b30,016c016e,50,00000000100b000b100b200b300b400b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,604,0,0,b6000000,da024693,0,e402e802ec02f002f402f802fe4693b6,0002e002,0b500b600b7000000000000000020000,0,b4,0,000000012349db000b000b100b200b30,016c016e,50,00000000100b000b100b200b300b400b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,605,0,0,b6000000,dd024693,1,e402e802ec02f002f402f802fe4693b6,0002e002,0b500b600b7000000000000000020000,0,b4,0,000000012349db000b000b100b200b30,016c016e,50,00000000100b000b100b200b300b400b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,606,0,0,b6000000,df024693,1,e402e802ec02f002f402f802fe4693b6,0002e002,0b500b600b7000000000000000020000,0,b4,0,000000012349db000b000b100b200b30,016c016e,50,00000000100b000b100b200b300b400b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,607,0,0,b6000000,e2024693,1,e402e802ec02f002f402f802fe4693b6,0002e002,0b500b600b7000000000000000020000,0,b4,0,000000012349db000b000b100b200b30,016c016e,50,00000000100b000b100b200b300b400b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,608,0,0,b6000000,e4024693,2,e402e802ec02f002f402f802fe4693b6,0002e002,0b500b600b7000000000000000020000,0,b4,0,000000012349db000b000b100b200b30,016c016e,50,00000000100b000b100b200b300b400b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,609,0,0,b7000000,e7024693,2,040308030c031003140318031e4693b7,00030003,0bd00be00bf000000000000000020000,0,bc,0,000000012349db800b800b900ba00bb0,017c017e,d0,00000000100b800b900ba00bb00bc00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,610,0,0,b8000000,e9024693,1,240328032c033003340338033e4693b8,00032003,0c500c600c7000000000000000020000,0,c4,0,000000012349dc000c000c100c200c30,018c018e,50,00000000100c000c100c200c300c400c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,611,0,0,b8000000,ec024693,1,240328032c033003340338033e4693b8,00032003,0c500c600c7000000000000000020000,0,c4,0,000000012349dc000c000c100c200c30,018c018e,50,00000000100c000c100c200c300c400c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,612,0,0,b8000000,ee024693,1,240328032c033003340338033e4693b8,00032003,0c500c600c7000000000000000020000,0,c4,0,000000012349dc000c000c100c200c30,018c018e,50,00000000100c000c100c200c300c400c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,613,0,0,b8000000,f1024693,1,240328032c033003340338033e4693b8,00032003,0c500c600c7000000000000000020000,0,c4,0,000000012349dc000c000c100c200c30,018c018e,50,00000000100c000c100c200c300c400c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,614,0,0,b8000000,f3024693,2,240328032c033003340338033e4693b8,00032003,0c500c600c7000000000000000020000,0,c4,0,000000012349dc000c000c100c200c30,018c018e,50,00000000100c000c100c200c300c400c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,615,0,0,b9000000,f6024693,2,440348034c035003540358035e4693b9,00034003,0cd00ce00cf000000000000000020000,0,cc,0,000000012349dc800c800c900ca00cb0,019c019e,d0,00000000100c800c900ca00cb00cc00c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,616,0,0,ba000000,f8024693,1,640368036c037003740378037e4693ba,00036003,0d500d600d7000000000000000020000,0,d4,0,000000012349dd000d000d100d200d30,01ac01ae,50,00000000100d000d100d200d300d400d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,617,0,0,ba000000,fb024693,1,640368036c037003740378037e4693ba,00036003,0d500d600d7000000000000000020000,0,d4,0,000000012349dd000d000d100d200d30,01ac01ae,50,00000000100d000d100d200d300d400d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,618,0,0,ba000000,fd024693,1,640368036c037003740378037e4693ba,00036003,0d500d600d7000000000000000020000,0,d4,0,000000012349dd000d000d100d200d30,01ac01ae,50,00000000100d000d100d200d300d400d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,619,0,0,ba000000,00024693,1,640368036c037003740378037e4693ba,00036003,0d500d600d7000000000000000020000,0,d4,0,000000012349dd000d000d100d200d30,01ac01ae,50,00000000100d000d100d200d300d400d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,620,0,0,ba000000,02024693,1,640368036c037003740378037e4693ba,00036003,0d500d600d7000000000000000020000,0,d4,0,000000012349dd000d000d100d200d30,01ac01ae,50,00000000100d000d100d200d300d400d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,621,0,0,ba000000,05024693,2,640368036c037003740378037e4693ba,00036003,0d500d600d7000000000000000020000,0,d4,0,000000012349dd000d000d100d200d30,01ac01ae,50,00000000100d000d100d200d300d400d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,622,0,0,bb000000,07024693,2,840388038c039003940398039e4693bb,00038003,0dd00de00df000000000000000020000,0,dc,0,000000012349dd800d800d900da00db0,01bc01be,d0,00000000100d800d900da00db00dc00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,623,0,0,bc000000,0a024693,1,a403a803ac03b003b403b803be4693bc,0003a003,0e500e600e7000000000000000020000,0,e4,0,000000012349de000e000e100e200e30,01cc01ce,50,00000000100e000e100e200e300e400e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,624,0,0,bc000000,0c024693,1,a403a803ac03b003b403b803be4693bc,0003a003,0e500e600e7000000000000000020000,0,e4,0,000000012349de000e000e100e200e30,01cc01ce,50,00000000100e000e100e200e300e400e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,625,0,0,bc000000,0f024693,1,a403a803ac03b003b403b803be4693bc,0003a003,0e500e600e7000000000000000020000,0,e4,0,000000012349de000e000e100e200e30,01cc01ce,50,00000000100e000e100e200e300e400e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,626,0,0,bc000000,11024693,1,a403a803ac03b003b403b803be4693bc,0003a003,0e500e600e7000000000000000020000,0,e4,0,000000012349de000e000e100e200e30,01cc01ce,50,00000000100e000e100e200e300e400e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,627,0,0,bc000000,14024693,2,a403a803ac03b003b403b803be4693bc,0003a003,0e500e600e7000000000000000020000,0,e4,0,000000012349de000e000e100e200e30,01cc01ce,50,00000000100e000e100e200e300e400e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,628,0,0,bd000000,16024693,2,c403c803cc03d003d403d803de4693bd,0003c003,0ed00ee00ef000000000000000020000,0,ec,0,000000012349de800e800e900ea00eb0,01dc01de,d0,00000000100e800e900ea00eb00ec00e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,629,0,0,be000000,19024693,1,e403e803ec03f003f403f803fe4693be,0003e003,0f500f600f7000000000000000020000,0,f4,0,000000012349df000f000f100f200f30,01ec01ee,50,00000000100f000f100f200f300f400f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,630,0,0,be000000,1b024693,1,e403e803ec03f003f403f803fe4693be,0003e003,0f500f600f7000000000000000020000,0,f4,0,000000012349df000f000f100f200f30,01ec01ee,50,00000000100f000f100f200f300f400f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,631,0,0,be000000,1e024693,1,e403e803ec03f003f403f803fe4693be,0003e003,0f500f600f7000000000000000020000,0,f4,0,000000012349df000f000f100f200f30,01ec01ee,50,00000000100f000f100f200f300f400f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,632,0,0,be000000,20024693,1,e403e803ec03f003f403f803fe4693be,0003e003,0f500f600f7000000000000000020000,0,f4,0,000000012349df000f000f100f200f30,01ec01ee,50,00000000100f000f100f200f300f400f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,633,0,0,be000000,23024693,2,e403e803ec03f003f403f803fe4693be,0003e003,0f500f600f7000000000000000020000,0,f4,0,000000012349df000f000f100f200f30,01ec01ee,50,00000000100f000f100f200f300f400f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,634,0,0,bf000000,25024693,2,040008000c001000140018001e4693bf,00000000,0fd00fe00ff000000000000000020000,0,fc,0,000000012349df800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,635,0,0,c0000000,28024693,1,240028002c003000340038003e4693c0,00002000,00500060007000000000000000020000,0,04,0,000000012349e0000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,636,0,0,c0000000,2a024693,0,240028002c003000340038003e4693c0,00002000,00500060007000000000000000020000,0,04,0,000000012349e0000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,637,0,0,c0000000,2d024693,1,240028002c003000340038003e4693c0,00002000,00500060007000000000000000020000,0,04,0,000000012349e0000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,638,0,0,c0000000,2f024693,1,240028002c003000340038003e4693c0,00002000,00500060007000000000000000020000,0,04,0,000000012349e0000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,639,0,0,c0000000,32024693,1,240028002c003000340038003e4693c0,00002000,00500060007000000000000000020000,0,04,0,000000012349e0000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,640,0,0,c0000000,34024693,2,240028002c003000340038003e4693c0,00002000,00500060007000000000000000020000,0,04,0,000000012349e0000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,641,0,0,c1000000,37024693,2,440048004c005000540058005e4693c1,00004000,00d000e000f000000000000000020000,0,0c,0,000000012349e0800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,642,0,0,c2000000,39024693,1,640068006c007000740078007e4693c2,00006000,01500160017000000000000000020000,0,14,0,000000012349e1000100011001200130,002c002e,50,00000000100100011001200130014001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,643,0,0,c2000000,3c024693,1,640068006c007000740078007e4693c2,00006000,01500160017000000000000000020000,0,14,0,000000012349e1000100011001200130,002c002e,50,00000000100100011001200130014001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,644,0,0,c2000000,3e024693,1,640068006c007000740078007e4693c2,00006000,01500160017000000000000000020000,0,14,0,000000012349e1000100011001200130,002c002e,50,00000000100100011001200130014001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,645,0,0,c2000000,41024693,1,640068006c007000740078007e4693c2,00006000,01500160017000000000000000020000,0,14,0,000000012349e1000100011001200130,002c002e,50,00000000100100011001200130014001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,646,0,0,c2000000,43024693,2,640068006c007000740078007e4693c2,00006000,01500160017000000000000000020000,0,14,0,000000012349e1000100011001200130,002c002e,50,00000000100100011001200130014001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,647,0,0,c3000000,46024693,2,840088008c009000940098009e4693c3,00008000,01d001e001f000000000000000020000,0,1c,0,000000012349e1800180019001a001b0,003c003e,d0,00000000100180019001a001b001c001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,648,0,0,c4000000,48024693,1,a400a800ac00b000b400b800be4693c4,0000a000,02500260027000000000000000020000,0,24,0,000000012349e2000200021002200230,004c004e,50,00000000100200021002200230024002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
