Sample in Buffer,Sample in Window,TRIGGER,example_top/Read_Fifo_wusdw_o[7:0],example_top/CountRead_tem[31:0],example_top/CountWrite_tem[31:0],example_top/Read_Fifo_rusdw_o[10:0],example_top/app_wdf_data[127:0],example_top/app_addr[28:0],example_top/Write_Fifo_Out[127:0],example_top/state1[3:0],example_top/Write_Fifo_rusdw_o[7:0],example_top/state[3:0],example_top/app_rd_data[127:0],example_top/app_addr_begin[28:0],example_top/Write_Fifo_datain[7:0],example_top/ddr3_wr_data[127:0],example_top/app_rd_data_valid,u_ila_0_app_rdy,example_top/ddr3_allwr_flag,example_top/ddr3_oneperiod_flag,example_top/ddr3_onewr_flag,example_top/ddr3read_en,example_top/ddr3write_en,example_top/OnePeriod_flag,example_top/Period_flag,example_top/ProsessIn,example_top/ProsessIn1,example_top/Read_Fifo_empty,example_top/Read_Fifo_full,example_top/Read_Fifo_in_en1,example_top/Read_Fifo_rden,example_top/Read_Fifo_rst,example_top/Read_Fifo_wren,example_top/Read_Over_flag,example_top/StartSample1,example_top/Write_Fifo_empty,example_top/Write_Fifo_full,example_top/WriteSign
758,758,0,0,e5000000,5b024693,2,c400c800cc00d000d400d800de4693e5,0000c000,02d002e002f000000000000000020000,0,2c,0,000000012349f2800280029002a002b0,005c005e,d0,00000000100280029002a002b002c002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,759,0,0,e6000000,5e024693,2,e400e800ec00f000f400f800fe4693e6,0000e000,03500360037000000000000000020000,0,34,0,000000012349f3000300031003200330,006c006e,50,00000000100300031003200330034003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,760,0,0,e7000000,60024693,1,040108010c011001140118011e4693e7,00010001,03d003e003f000000000000000020000,0,3c,0,000000012349f3800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,761,0,0,e7000000,63024693,1,040108010c011001140118011e4693e7,00010001,03d003e003f000000000000000020000,0,3c,0,000000012349f3800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,762,0,0,e7000000,65024693,1,040108010c011001140118011e4693e7,00010001,03d003e003f000000000000000020000,0,3c,0,000000012349f3800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,763,0,0,e7000000,68024693,1,040108010c011001140118011e4693e7,00010001,03d003e003f000000000000000020000,0,3c,0,000000012349f3800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,764,0,0,e7000000,6a024693,1,040108010c011001140118011e4693e7,00010001,03d003e003f000000000000000020000,0,3c,0,000000012349f3800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,765,0,0,e7000000,6d024693,2,040108010c011001140118011e4693e7,00010001,03d003e003f000000000000000020000,0,3c,0,000000012349f3800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,766,0,0,e8000000,6f024693,2,240128012c013001340138013e4693e8,00012001,04500460047000000000000000020000,0,44,0,000000012349f4000400041004200430,008c008e,50,00000000100400041004200430044004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,767,0,0,e9000000,72024693,1,440148014c015001540158015e4693e9,00014001,04d004e004f000000000000000020000,0,4c,0,000000012349f4800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,768,0,0,e9000000,74024693,1,440148014c015001540158015e4693e9,00014001,04d004e004f000000000000000020000,0,4c,0,000000012349f4800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,769,0,0,e9000000,77024693,1,440148014c015001540158015e4693e9,00014001,04d004e004f000000000000000020000,0,4c,0,000000012349f4800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,770,0,0,e9000000,79024693,1,440148014c015001540158015e4693e9,00014001,04d004e004f000000000000000020000,0,4c,0,000000012349f4800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,771,0,0,e9000000,7c024693,2,440148014c015001540158015e4693e9,00014001,04d004e004f000000000000000020000,0,4c,0,000000012349f4800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,772,0,0,e9000000,7e024693,2,440148014c015001540158015e4693e9,00014001,04d004e004f000000000000000020000,0,4c,0,000000012349f4800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,773,0,0,ea000000,81024693,2,640168016c017001740178017e4693ea,00016001,05500560057000000000000000020000,0,54,0,000000012349f5000500051005200530,00ac00ae,50,00000000100500051005200530054005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,774,0,0,eb000000,83024693,2,840188018c019001940198019e4693eb,00018001,05d005e005f000000000000000020000,0,5c,0,000000012349f5800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,775,0,0,eb000000,86024693,1,840188018c019001940198019e4693eb,00018001,05d005e005f000000000000000020000,0,5c,0,000000012349f5800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,776,0,0,eb000000,88024693,1,840188018c019001940198019e4693eb,00018001,05d005e005f000000000000000020000,0,5c,0,000000012349f5800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,777,0,0,eb000000,8b024693,2,840188018c019001940198019e4693eb,00018001,05d005e005f000000000000000020000,0,5c,0,000000012349f5800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,778,0,0,ec000000,8d024693,2,a401a801ac01b001b401b801be4693ec,0001a001,06500660067000000000000000020000,0,64,0,000000012349f6000600061006200630,00cc00ce,50,00000000100600061006200630064006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,779,0,0,ed000000,90024693,1,c401c801cc01d001d401d801de4693ed,0001c001,06d006e006f000000000000000020000,0,6c,0,000000012349f6800680069006a006b0,00dc00de,d0,00000000100680069006a006b006c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,780,0,0,ed000000,92024693,0,c401c801cc01d001d401d801de4693ed,0001c001,06d006e006f000000000000000020000,0,6c,0,000000012349f6800680069006a006b0,00dc00de,d0,00000000100680069006a006b006c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,781,0,0,ed000000,95024693,1,c401c801cc01d001d401d801de4693ed,0001c001,06d006e006f000000000000000020000,0,6c,0,000000012349f6800680069006a006b0,00dc00de,d0,00000000100680069006a006b006c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,782,0,0,ed000000,97024693,1,c401c801cc01d001d401d801de4693ed,0001c001,06d006e006f000000000000000020000,0,6c,0,000000012349f6800680069006a006b0,00dc00de,d0,00000000100680069006a006b006c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,783,0,0,ed000000,9a024693,1,c401c801cc01d001d401d801de4693ed,0001c001,06d006e006f000000000000000020000,0,6c,0,000000012349f6800680069006a006b0,00dc00de,d0,00000000100680069006a006b006c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,784,0,0,ed000000,9c024693,2,c401c801cc01d001d401d801de4693ed,0001c001,06d006e006f000000000000000020000,0,6c,0,000000012349f6800680069006a006b0,00dc00de,d0,00000000100680069006a006b006c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,785,0,0,ee000000,9f024693,2,e401e801ec01f001f401f801fe4693ee,0001e001,07500760077000000000000000020000,0,74,0,000000012349f7000700071007200730,00ec00ee,50,00000000100700071007200730074007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,786,0,0,ef000000,a1024693,1,040208020c021002140218021e4693ef,00020002,07d007e007f000000000000000020000,0,7c,0,000000012349f7800780079007a007b0,00fc00fe,d0,00000000100780079007a007b007c007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,787,0,0,ef000000,a4024693,1,040208020c021002140218021e4693ef,00020002,07d007e007f000000000000000020000,0,7c,0,000000012349f7800780079007a007b0,00fc00fe,d0,00000000100780079007a007b007c007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,788,0,0,ef000000,a6024693,1,040208020c021002140218021e4693ef,00020002,07d007e007f000000000000000020000,0,7c,0,000000012349f7800780079007a007b0,00fc00fe,d0,00000000100780079007a007b007c007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,789,0,0,ef000000,a9024693,1,040208020c021002140218021e4693ef,00020002,07d007e007f000000000000000020000,0,7c,0,000000012349f7800780079007a007b0,00fc00fe,d0,00000000100780079007a007b007c007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,790,0,0,ef000000,ab024693,2,040208020c021002140218021e4693ef,00020002,07d007e007f000000000000000020000,0,7c,0,000000012349f7800780079007a007b0,00fc00fe,d0,00000000100780079007a007b007c007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,791,0,0,f0000000,ae024693,2,240228022c023002340238023e4693f0,00022002,08500860087000000000000000020000,0,84,0,000000012349f8000800081008200830,010c010e,50,00000000100800081008200830084008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,792,0,0,f1000000,b0024693,1,440248024c025002540258025e4693f1,00024002,08d008e008f000000000000000020000,0,8c,0,000000012349f8800880089008a008b0,011c011e,d0,00000000100880089008a008b008c008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,793,0,0,f1000000,b3024693,1,440248024c025002540258025e4693f1,00024002,08d008e008f000000000000000020000,0,8c,0,000000012349f8800880089008a008b0,011c011e,d0,00000000100880089008a008b008c008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,794,0,0,f1000000,b5024693,1,440248024c025002540258025e4693f1,00024002,08d008e008f000000000000000020000,0,8c,0,000000012349f8800880089008a008b0,011c011e,d0,00000000100880089008a008b008c008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,795,0,0,f1000000,b8024693,1,440248024c025002540258025e4693f1,00024002,08d008e008f000000000000000020000,0,8c,0,000000012349f8800880089008a008b0,011c011e,d0,00000000100880089008a008b008c008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,796,0,0,f1000000,ba024693,1,440248024c025002540258025e4693f1,00024002,08d008e008f000000000000000020000,0,8c,0,000000012349f8800880089008a008b0,011c011e,d0,00000000100880089008a008b008c008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,797,0,0,f1000000,bd024693,2,440248024c025002540258025e4693f1,00024002,08d008e008f000000000000000020000,0,8c,0,000000012349f8800880089008a008b0,011c011e,d0,00000000100880089008a008b008c008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,798,0,0,f2000000,bf024693,2,640268026c027002740278027e4693f2,00026002,09500960097000000000000000020000,0,94,0,000000012349f9000900091009200930,012c012e,50,00000000100900091009200930094009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,799,0,0,f3000000,c2024693,1,840288028c029002940298029e4693f3,00028002,09d009e009f000000000000000020000,0,9c,0,000000012349f9800980099009a009b0,013c013e,d0,00000000100980099009a009b009c009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,800,0,0,f3000000,c4024693,1,840288028c029002940298029e4693f3,00028002,09d009e009f000000000000000020000,0,9c,0,000000012349f9800980099009a009b0,013c013e,d0,00000000100980099009a009b009c009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,801,0,0,f3000000,c7024693,1,840288028c029002940298029e4693f3,00028002,09d009e009f000000000000000020000,0,9c,0,000000012349f9800980099009a009b0,013c013e,d0,00000000100980099009a009b009c009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,802,0,0,f3000000,c9024693,1,840288028c029002940298029e4693f3,00028002,09d009e009f000000000000000020000,0,9c,0,000000012349f9800980099009a009b0,013c013e,d0,00000000100980099009a009b009c009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,803,0,0,f3000000,cc024693,2,840288028c029002940298029e4693f3,00028002,09d009e009f000000000000000020000,0,9c,0,000000012349f9800980099009a009b0,013c013e,d0,00000000100980099009a009b009c009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,804,0,0,f4000000,ce024693,2,a402a802ac02b002b402b802be4693f4,0002a002,0a500a600a7000000000000000020000,0,a4,0,000000012349fa000a000a100a200a30,014c014e,50,00000000100a000a100a200a300a400a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,805,0,0,f5000000,d1024693,1,c402c802cc02d002d402d802de4693f5,0002c002,0ad00ae00af000000000000000020000,0,ac,0,000000012349fa800a800a900aa00ab0,015c015e,d0,00000000100a800a900aa00ab00ac00a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,806,0,0,f5000000,d3024693,1,c402c802cc02d002d402d802de4693f5,0002c002,0ad00ae00af000000000000000020000,0,ac,0,000000012349fa800a800a900aa00ab0,015c015e,d0,00000000100a800a900aa00ab00ac00a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,807,0,0,f5000000,d6024693,1,c402c802cc02d002d402d802de4693f5,0002c002,0ad00ae00af000000000000000020000,0,ac,0,000000012349fa800a800a900aa00ab0,015c015e,d0,00000000100a800a900aa00ab00ac00a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,808,0,0,f5000000,d8024693,1,c402c802cc02d002d402d802de4693f5,0002c002,0ad00ae00af000000000000000020000,0,ac,0,000000012349fa800a800a900aa00ab0,015c015e,d0,00000000100a800a900aa00ab00ac00a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,809,0,0,f5000000,db024693,2,c402c802cc02d002d402d802de4693f5,0002c002,0ad00ae00af000000000000000020000,0,ac,0,000000012349fa800a800a900aa00ab0,015c015e,d0,00000000100a800a900aa00ab00ac00a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,810,0,0,f6000000,dd024693,2,e402e802ec02f002f402f802fe4693f6,0002e002,0b500b600b7000000000000000020000,0,b4,0,000000012349fb000b000b100b200b30,016c016e,50,00000000100b000b100b200b300b400b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,811,0,0,f7000000,e0024693,1,040308030c031003140318031e4693f7,00030003,0bd00be00bf000000000000000020000,0,bc,0,000000012349fb800b800b900ba00bb0,017c017e,d0,00000000100b800b900ba00bb00bc00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,812,0,0,f7000000,e2024693,0,040308030c031003140318031e4693f7,00030003,0bd00be00bf000000000000000020000,0,bc,0,000000012349fb800b800b900ba00bb0,017c017e,d0,00000000100b800b900ba00bb00bc00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,813,0,0,f7000000,e5024693,1,040308030c031003140318031e4693f7,00030003,0bd00be00bf000000000000000020000,0,bc,0,000000012349fb800b800b900ba00bb0,017c017e,d0,00000000100b800b900ba00bb00bc00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,814,0,0,f7000000,e7024693,1,040308030c031003140318031e4693f7,00030003,0bd00be00bf000000000000000020000,0,bc,0,000000012349fb800b800b900ba00bb0,017c017e,d0,00000000100b800b900ba00bb00bc00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,815,0,0,f7000000,ea024693,1,040308030c031003140318031e4693f7,00030003,0bd00be00bf000000000000000020000,0,bc,0,000000012349fb800b800b900ba00bb0,017c017e,d0,00000000100b800b900ba00bb00bc00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,816,0,0,f7000000,ec024693,2,040308030c031003140318031e4693f7,00030003,0bd00be00bf000000000000000020000,0,bc,0,000000012349fb800b800b900ba00bb0,017c017e,d0,00000000100b800b900ba00bb00bc00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,817,0,0,f8000000,ef024693,2,240328032c033003340338033e4693f8,00032003,0c500c600c7000000000000000020000,0,c4,0,000000012349fc000c000c100c200c30,018c018e,50,00000000100c000c100c200c300c400c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,818,0,0,f9000000,f1024693,1,440348034c035003540358035e4693f9,00034003,0cd00ce00cf000000000000000020000,0,cc,0,000000012349fc800c800c900ca00cb0,019c019e,d0,00000000100c800c900ca00cb00cc00c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,819,0,0,f9000000,f4024693,1,440348034c035003540358035e4693f9,00034003,0cd00ce00cf000000000000000020000,0,cc,0,000000012349fc800c800c900ca00cb0,019c019e,d0,00000000100c800c900ca00cb00cc00c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,820,0,0,f9000000,f6024693,1,440348034c035003540358035e4693f9,00034003,0cd00ce00cf000000000000000020000,0,cc,0,000000012349fc800c800c900ca00cb0,019c019e,d0,00000000100c800c900ca00cb00cc00c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,821,0,0,f9000000,f9024693,1,440348034c035003540358035e4693f9,00034003,0cd00ce00cf000000000000000020000,0,cc,0,000000012349fc800c800c900ca00cb0,019c019e,d0,00000000100c800c900ca00cb00cc00c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,822,0,0,f9000000,fb024693,2,440348034c035003540358035e4693f9,00034003,0cd00ce00cf000000000000000020000,0,cc,0,000000012349fc800c800c900ca00cb0,019c019e,d0,00000000100c800c900ca00cb00cc00c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,823,0,0,fa000000,fe024693,2,640368036c037003740378037e4693fa,00036003,0d500d600d7000000000000000020000,0,d4,0,000000012349fd000d000d100d200d30,01ac01ae,50,00000000100d000d100d200d300d400d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,824,0,0,fb000000,00024693,1,840388038c039003940398039e4693fb,00038003,0dd00de00df000000000000000020000,0,dc,0,000000012349fd800d800d900da00db0,01bc01be,d0,00000000100d800d900da00db00dc00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,825,0,0,fb000000,03024693,1,840388038c039003940398039e4693fb,00038003,0dd00de00df000000000000000020000,0,dc,0,000000012349fd800d800d900da00db0,01bc01be,d0,00000000100d800d900da00db00dc00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,826,0,0,fb000000,05024693,1,840388038c039003940398039e4693fb,00038003,0dd00de00df000000000000000020000,0,dc,0,000000012349fd800d800d900da00db0,01bc01be,d0,00000000100d800d900da00db00dc00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,827,0,0,fb000000,08024693,1,840388038c039003940398039e4693fb,00038003,0dd00de00df000000000000000020000,0,dc,0,000000012349fd800d800d900da00db0,01bc01be,d0,00000000100d800d900da00db00dc00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,828,0,0,fb000000,0a024693,1,840388038c039003940398039e4693fb,00038003,0dd00de00df000000000000000020000,0,dc,0,000000012349fd800d800d900da00db0,01bc01be,d0,00000000100d800d900da00db00dc00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,829,0,0,fb000000,0d024693,2,840388038c039003940398039e4693fb,00038003,0dd00de00df000000000000000020000,0,dc,0,000000012349fd800d800d900da00db0,01bc01be,d0,00000000100d800d900da00db00dc00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,830,0,0,fc000000,0f024693,2,a403a803ac03b003b403b803be4693fc,0003a003,0e500e600e7000000000000000020000,0,e4,0,000000012349fe000e000e100e200e30,01cc01ce,50,00000000100e000e100e200e300e400e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,831,0,0,fd000000,12024693,1,c403c803cc03d003d403d803de4693fd,0003c003,0ed00ee00ef000000000000000020000,0,ec,0,000000012349fe800e800e900ea00eb0,01dc01de,d0,00000000100e800e900ea00eb00ec00e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,832,0,0,fd000000,14024693,1,c403c803cc03d003d403d803de4693fd,0003c003,0ed00ee00ef000000000000000020000,0,ec,0,000000012349fe800e800e900ea00eb0,01dc01de,d0,00000000100e800e900ea00eb00ec00e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,833,0,0,fd000000,17024693,1,c403c803cc03d003d403d803de4693fd,0003c003,0ed00ee00ef000000000000000020000,0,ec,0,000000012349fe800e800e900ea00eb0,01dc01de,d0,00000000100e800e900ea00eb00ec00e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,834,0,0,fd000000,19024693,1,c403c803cc03d003d403d803de4693fd,0003c003,0ed00ee00ef000000000000000020000,0,ec,0,000000012349fe800e800e900ea00eb0,01dc01de,d0,00000000100e800e900ea00eb00ec00e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,835,0,0,fd000000,1c024693,2,c403c803cc03d003d403d803de4693fd,0003c003,0ed00ee00ef000000000000000020000,0,ec,0,000000012349fe800e800e900ea00eb0,01dc01de,d0,00000000100e800e900ea00eb00ec00e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,836,0,0,fe000000,1e024693,2,e403e803ec03f003f403f803fe4693fe,0003e003,0f500f600f7000000000000000020000,0,f4,0,000000012349ff000f000f100f200f30,01ec01ee,50,00000000100f000f100f200f300f400f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,837,0,0,ff000000,21024693,1,040008000c001000140018001e4693ff,00000000,0fd00fe00ff000000000000000020000,0,fc,0,000000012349ff800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,838,0,0,ff000000,23024693,1,040008000c001000140018001e4693ff,00000000,0fd00fe00ff000000000000000020000,0,fc,0,000000012349ff800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,839,0,0,ff000000,26024693,1,040008000c001000140018001e4693ff,00000000,0fd00fe00ff000000000000000020000,0,fc,0,000000012349ff800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,840,0,0,ff000000,28024693,1,040008000c001000140018001e4693ff,00000000,0fd00fe00ff000000000000000020000,0,fc,0,000000012349ff800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,841,0,0,ff000000,2b024693,2,040008000c001000140018001e4693ff,00000000,0fd00fe00ff000000000000000020000,0,fc,0,000000012349ff800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,842,0,0,00000000,2d024694,2,240028002c003000340038003e469400,00002000,00500060007000000000000000020000,0,04,0,00000001234a00000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,843,0,0,01000000,30024694,1,440048004c005000540058005e469401,00004000,00d000e000f000000000000000020000,0,0c,0,00000001234a00800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,844,0,0,01000000,32024694,0,440048004c005000540058005e469401,00004000,00d000e000f000000000000000020000,0,0c,0,00000001234a00800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,845,0,0,01000000,35024694,1,440048004c005000540058005e469401,00004000,00d000e000f000000000000000020000,0,0c,0,00000001234a00800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,846,0,0,01000000,37024694,1,440048004c005000540058005e469401,00004000,00d000e000f000000000000000020000,0,0c,0,00000001234a00800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,847,0,0,01000000,3a024694,1,440048004c005000540058005e469401,00004000,00d000e000f000000000000000020000,0,0c,0,00000001234a00800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,848,0,0,01000000,3c024694,2,440048004c005000540058005e469401,00004000,00d000e000f000000000000000020000,0,0c,0,00000001234a00800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,849,0,0,01000000,3f024694,2,440048004c005000540058005e469401,00004000,00d000e000f000000000000000020000,0,0c,0,00000001234a00800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
